allocated_bytes	file_bytes	file_count	tree_sha256	path
33275904	33245249	6	1c7e4fc7a3b99339ee83f5178888f587a80c9598145f7cfd2d8fd40a8570b90e	/kmh-nfs-ssd-us-mount/staging/cyx/20260205_085536-p7tkkf--code/res50/checkpoint_48
33275904	33245249	6	1c7e4fc7a3b99339ee83f5178888f587a80c9598145f7cfd2d8fd40a8570b90e	/kmh-nfs-ssd-us-mount/staging/cyx/20260205_094821-o6j36a--code/res50/checkpoint_48
33275904	33245249	6	1c7e4fc7a3b99339ee83f5178888f587a80c9598145f7cfd2d8fd40a8570b90e	/kmh-nfs-ssd-us-mount/staging/cyx/20260205_095546-3yzeqa--code/res50/checkpoint_48
33280000	33245249	6	1c7e4fc7a3b99339ee83f5178888f587a80c9598145f7cfd2d8fd40a8570b90e	/kmh-nfs-ssd-us-mount/staging/cyx/20260205_124247-916mi9--code/res50/checkpoint_48
33280000	33245249	6	1c7e4fc7a3b99339ee83f5178888f587a80c9598145f7cfd2d8fd40a8570b90e	/kmh-nfs-ssd-us-mount/staging/cyx/20260205_125501-wapekr--code/res50/checkpoint_48
33280000	33245249	6	1c7e4fc7a3b99339ee83f5178888f587a80c9598145f7cfd2d8fd40a8570b90e	/kmh-nfs-ssd-us-mount/staging/cyx/20260205_130131-c65d2n--code/res50/checkpoint_48
33280000	33245249	6	1c7e4fc7a3b99339ee83f5178888f587a80c9598145f7cfd2d8fd40a8570b90e	/kmh-nfs-ssd-us-mount/staging/cyx/20260205_134028-khplaz--code/res50/checkpoint_48
