path	logical_owner	category	allocated_bytes	active_local_reference	preserved	recovery
/kmh-nfs-ssd-us-mount/code/zongyili/foundation_pde/pde-tokenization/reports/archive/v5pprof/base/trace	zongyili	xprof_raw_trace	1618993152	no	html_md_logs_scripts	regenerate_by_profiling
/kmh-nfs-ssd-us-mount/code/zongyili/foundation_pde/pde-tokenization/reports/archive/v5pprof/dgm/trace	zongyili	xprof_raw_trace	1405706240	no	html_md_logs_scripts	regenerate_by_profiling
/kmh-nfs-ssd-us-mount/code/zongyili/foundation_pde/pde-tokenization/reports/archive/v5pprof/muonrs/trace	zongyili	xprof_raw_trace	2788093952	no	html_md_logs_scripts	regenerate_by_profiling
/kmh-nfs-ssd-us-mount/code/zongyili/foundation_pde/pde-tokenization/reports/archive/v5pprof/xlaflags/trace	zongyili	xprof_raw_trace	1397882880	no	html_md_logs_scripts	regenerate_by_profiling
/kmh-nfs-ssd-us-mount/code/zongyili/foundation_pde/pde-tokenization/reports/archive/v5pprof/tool_cache	zongyili	xprof_derived_tool_cache	321019904	no	html_md_logs_scripts	regenerate_from_raw_trace
