verified_utc	object_count	bytes	tree_sha256	remote_uri
2026-07-25T23:14:17Z	6	33245249	1c7e4fc7a3b99339ee83f5178888f587a80c9598145f7cfd2d8fd40a8570b90e	gs://kmh-gcp-us-central2/ckpts/ssd-cleanup-20260725/kmh-nfs-ssd-us-mount/staging/cyx/20260205_085536-p7tkkf--code/res50/checkpoint_48
